epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,20.9455,1.14124,0.98405,1.04511,0.94966,0.84748,0.97412,0.64092,1.15923,1.46865,0.97499,0.000644572,0.000644572,0.000644572
25,21.7572,1.09954,0.99301,1.04814,0.94743,0.73439,0.97111,0.64646,1.17288,1.46403,0.98215,0.000647383,0.000647383,0.000647383
26,22.5864,1.10601,0.92196,1.05139,0.94123,0.73248,0.95503,0.63929,1.21846,1.44304,0.99889,0.000648213,0.000648213,0.000648213
27,23.411,1.13211,0.93963,1.0434,0.90234,0.8859,0.95311,0.63905,1.25006,1.4116,1.03431,0.000647063,0.000647063,0.000647063
28,24.2365,1.08075,0.90708,1.0263,0.90934,0.91516,0.95578,0.62523,1.32613,1.29103,1.07673,0.000643932,0.000643932,0.000643932
29,25.037,1.09045,0.89149,1.05298,0.90934,0.91516,0.95578,0.62523,1.32613,1.29103,1.07673,0.000638821,0.000638821,0.000638821
30,25.8454,1.11253,0.93022,1.05181,0.91553,0.96122,0.9661,0.63964,1.34397,1.1523,1.05359,0.00063173,0.00063173,0.00063173
31,26.6664,1.07005,0.9112,1.04356,0.91765,0.9767,0.99194,0.66927,1.31871,1.1001,1.03195,0.000622658,0.000622658,0.000622658
32,27.4871,1.08835,0.87532,1.05242,0.95441,0.95883,0.995,0.6953,1.20925,1.08206,0.98665,0.000611606,0.000611606,0.000611606
33,28.2976,1.17514,0.90626,1.04337,0.95441,0.95883,0.995,0.6953,1.20925,1.08206,0.98665,0.000598573,0.000598573,0.000598573
34,29.1539,1.02555,0.83529,1.02147,0.99049,0.95128,0.995,0.68442,1.18107,1.03006,0.97616,0.000577782,0.000577782,0.000577782
35,29.9793,1.14172,0.88182,1.04831,0.99115,0.96551,0.995,0.67861,1.18559,0.9486,0.95499,0.000544776,0.000544776,0.000544776
36,30.7966,1.06646,0.86555,1.06,0.99286,0.97059,0.99361,0.68775,1.16262,0.85157,0.94573,0.000511769,0.000511769,0.000511769
37,31.6003,0.89736,0.82667,0.98859,0.99286,0.97059,0.99361,0.68775,1.16262,0.85157,0.94573,0.000478762,0.000478762,0.000478762
38,32.413,0.9624,0.83344,1.01462,0.99372,0.9663,0.99361,0.69097,1.1727,0.81968,0.9514,0.000445756,0.000445756,0.000445756
39,33.2304,1.04674,0.87538,1.01558,0.99991,0.9703,0.99361,0.68128,1.18231,0.77293,0.96114,0.000412749,0.000412749,0.000412749
40,34.0641,0.9987,0.81636,1.01897,0.97323,0.99026,0.995,0.70732,1.14343,0.75885,0.95557,0.000379743,0.000379743,0.000379743
41,35.2422,0.91951,1.01147,1.02971,0.97323,0.99026,0.995,0.70732,1.14343,0.75885,0.95557,0.000346736,0.000346736,0.000346736
42,36.0805,0.88203,0.94475,0.97181,0.97007,0.99202,0.995,0.70671,1.13326,0.7681,0.9374,0.000313729,0.000313729,0.000313729
43,36.8741,0.91517,0.95534,0.99917,0.9809,0.99125,0.995,0.69928,1.1236,0.8017,0.92221,0.000280723,0.000280723,0.000280723
44,37.6804,0.87935,0.87315,0.99982,0.99338,0.99781,0.995,0.71038,1.13554,0.83105,0.91902,0.000247716,0.000247716,0.000247716
45,38.4831,0.912,0.86716,0.99788,0.99338,0.99781,0.995,0.71038,1.13554,0.83105,0.91902,0.00021471,0.00021471,0.00021471
46,39.3314,0.8852,0.82458,0.9681,0.99562,0.99914,0.995,0.70002,1.14295,0.84454,0.9243,0.000181703,0.000181703,0.000181703
47,40.1466,0.86385,0.80945,0.94336,0.99162,0.99518,0.995,0.69753,1.12577,0.83868,0.92594,0.000148696,0.000148696,0.000148696
48,40.948,0.82039,0.82475,0.94589,0.99234,0.99595,0.995,0.69525,1.112,0.8288,0.93081,0.00011569,0.00011569,0.00011569
49,41.7566,0.88026,0.85832,0.98046,0.99234,0.99595,0.995,0.69525,1.112,0.8288,0.93081,8.26832e-05,8.26832e-05,8.26832e-05
50,42.5743,0.92937,0.80757,0.94569,0.99613,0.9974,0.995,0.70057,1.10034,0.81011,0.92946,4.96766e-05,4.96766e-05,4.96766e-05
